	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
44	OLD	animal_sheep.bmp	Old11	1	1	1.208	9	470
45	New	animal_pigeon.bmp	New32	1	2	3.273	9	470
46	OLD	vegie_carrot.bmp	Old78	1	1	0.964	5	516
47	New	musical_french horn_old.bmp	New12	1	2	1.733	5	516
48	OLD	animal_chimpanzee.bmp	Old03	0	2	2.479	5	516
49	OLD	vegie_cauliflower.bmp	Old72	1	1	1.195	6	538
50	OLD	kitchen_cookie cutter.bmp	Old30	1	1	1.041	9	431
51	OLD	kitchen_ladle.bmp	Old31	1	1	1.035	6	648
52	OLD	animal_lion_new.bmp	Old07	1	1	1.157	8	485
53	New	musical_uculele_new.bmp	New39	0	1	0.855	8	1084
54	New	sporting_weighlifting.bmp	New25	1	2	1.774	8	1084
55	New	musical_bagpipes.bmp	New35	1	2	2.142	8	1084
56	OLD	musical_piano_old.bmp	Old48	1	1	0.846	8	491
57	OLD	sporting_skipping rope.bmp	Old63	1	1	1.133	6	527
58	New	food_bagel01.bmp	New17	1	2	2.502	6	527
59	OLD	animal_cheetah.bmp	Old02	0	2	1.281	6	527
60	OLD	food_frenchfries.bmp	Old20	1	1	1.011	8	513
61	OLD	kitchen_peppermill.bmp	Old33	0	2	2.33	8	513
62	OLD	sporting_boxing_gloves.bmp	Old56	1	1	0.93	5	764
63	New	kitchen_baking spatula.bmp	New01	1	2	1.58	5	764
64	OLD	musical_tuba.bmp	Old50	1	1	1.53	9	860
65	OLD	food_chocolatemilk.bmp	Old17	1	1	1.071	6	507
66	OLD	musical_harmonica_new.bmp	Old47	1	1	1.021	6	467
67	OLD	food_bottleofredwine01.bmp	Old15	1	1	0.911	8	858
68	OLD	animal_penguin.bmp	Old10	0	2	1.821	8	858
69	OLD	musical_triangle.bmp	Old49	1	1	1.243	9	865
70	OLD	musical_xylophone_old.bmp	Old52	0	2	2.165	9	865
71	OLD	sporting_hockey stick_old.bmp	Old58	1	1	1.605	5	492
72	OLD	sporting_bicycle_old.bmp	Old55	0	2	2.196	5	492
73	OLD	kitchen_coffee pot.bmp	Old29	0	2	1.419	5	492
74	New	musical_bongo drum.bmp	New23	1	2	1.137	5	492
75	OLD	kitchen_big cooking pot.bmp	Old28	0	2	1.163	5	492
76	OLD	sporting_fishing rod.bmp	Old59	0	2	1.802	5	492
77	OLD	kitchen_pitcher.bmp	Old34	1	1	1.953	6	450
78	OLD	sporting_Badminton Racquet.bmp	Old54	1	1	1.06	5	433
79	New	animal_gorilla.bmp	New15	1	2	1.869	5	433
80	New	animal_giraffe.bmp	New03	1	2	1.592	5	433
81	OLD	musical_drums_old.bmp	Old46	1	1	1.071	6	547
82	New	animal_seal.bmp	New38	1	2	1.499	6	547
83	OLD	sporting_americanfootball.bmp	Old53	0	2	1.853	6	547
84	OLD	sporting_snow shoes_old.bmp	Old64	1	1	1.025	5	383
85	New	musical_tambourine_new.bmp	New06	1	2	1.382	5	383
86	OLD	musical_violin_old.bmp	Old51	1	1	1.454	9	491
87	OLD	kitchen_plate.bmp	Old35	1	1	1.182	5	437
88	New	animal_horse.bmp	New20	1	2	1.961	5	437
89	New	vegie_cucumber.bmp	New33	0	1	1.377	6	473
90	OLD	musical_clarinet_new.bmp	Old44	1	1	1.148	5	966
91	New	fruit_rasberry.bmp	New10	1	2	1.277	5	966
92	New	sporting_basketball_new.bmp	New14	1	2	2.744	5	966
93	OLD	food_toast.bmp	Old26	1	1	0.945	5	417
94	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.271	6	875
95	OLD	animal_siamese cat.bmp	Old12	1	1	1.261	5	410
96	OLD	fruit_green grapes.bmp	Old68	0	2	1.719	5	410
97	OLD	animal_parrot.bmp	Old09	1	1	1.473	9	749
98	New	fruit_cherry.bmp	Old67	0	2	2.077	9	749
99	OLD	hard_musical_recorder.bmp	Old40	1	1	1.537	6	402
100	OLD	vegie_green capsicum.bmp	Old75	1	1	1.184	5	928
101	New	vegie_snowpea01.bmp	New27	1	2	1.129	5	928
102	New	kitchen_toaster_old.bmp	New30	1	2	0.97	5	928
103	OLD	food_cracker02.bmp	Old18	1	1	1.536	8	442
104	OLD	fruit_blackberry_new.bmp	Old66	1	1	1.398	8	453
105	OLD	animal_zebra_old.bmp	Old13	0	2	1.256	8	453
106	OLD	kitchen_martini glass.bmp	Old32	1	1	0.956	5	388
107	New	kitchen_spatula_old.bmp	New37	1	2	1.026	5	388
108	OLD	vegie_garlic01a.bmp	Old74	1	1	1.007	8	429
109	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	1.275	5	406
110	OLD	Kitchen_apron.bmp	Old27	0	2	1.027	5	406
111	New	fruit_granny smith apple.bmp	New16	1	2	1.064	5	406
112	OLD	animal_dalmation_old.bmp	Old04	1	1	1.421	9	955
113	New	vegie_pumpkin.bmp	New21	1	2	1.073	9	955
114	OLD	musical_accordion_old.bmp	Old41	1	1	1.084	5	1064
115	OLD	fruit_pineapple_old.bmp	Old70	1	1	2.748	6	414
116	OLD	sporting_mini-trampoline.bmp	Old61	0	2	1.075	6	414
